0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,50,74,62,30,26,0,26,30,0,0,50,62,74,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0
311,113,0,75,39,31,0,0,31,0,39,0,0,75,0,0,113,0,0,0,0,0,0,0,0,311,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,114,0,76,40,32,0,0,32,0,40,0,0,76,0,0,114,0,0,0,0,0,0,0,0,312,0,0,0,0
359,127,115,0,63,41,0,0,0,0,41,0,63,0,0,0,115,127,0,0,0,0,0,0,0,0,0,359,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,128,116,0,64,42,0,0,0,0,42,0,64,0,0,0,116,128,0,0,0,0,0,0,0,0,0,360,0,0
411,151,129,0,77,51,43,0,0,0,43,51,0,77,0,0,0,129,151,0,0,0,0,0,0,0,0,0,0,411
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,152,130,0,78,52,44,0,0,0,44,52,0,78,0,0,0,130,152,0,0,0,0,0,0,0,0,0,0,412
0,177,0,131,89,79,65,45,0,0,45,0,65,79,89,0,0,131,0,177,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,178,0,132,90,80,66,46,0,0,46,0,66,80,90,0,0,132,0,178,0,0,0,0,0,0,0,0,0,0
0,235,179,153,117,99,0,67,47,0,47,0,67,0,0,99,117,0,153,179,0,0,235,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,236,180,154,118,100,0,68,48,0,48,0,68,0,0,100,118,0,154,180,0,0,236,0,0,0,0,0,0,0
0,259,0,237,155,0,101,91,53,0,0,53,0,0,91,101,0,0,155,0,0,0,237,259,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,260,0,238,156,0,102,92,54,0,0,54,0,0,92,102,0,0,156,0,0,0,238,260,0,0,0,0,0,0
0,313,0,261,197,157,119,103,81,55,0,55,0,81,0,103,119,0,157,0,197,0,0,261,0,313,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,314,0,262,198,158,120,104,82,56,0,56,0,82,0,104,120,0,158,0,198,0,0,262,0,314,0,0,0,0
0,361,315,0,239,181,133,121,93,83,57,57,0,83,93,0,121,133,0,181,0,0,239,0,0,315,0,361,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,362,316,0,240,182,134,122,94,84,58,58,0,84,94,0,122,134,0,182,0,0,240,0,0,316,0,362,0,0
0,0,335,0,263,241,159,135,0,0,85,69,69,85,0,0,0,135,159,0,0,0,241,263,0,0,335,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,336,0,264,242,160,136,0,0,86,70,70,86,0,0,0,136,160,0,0,0,242,264,0,0,336,0,0,0
0,0,0,337,287,265,183,161,137,0,105,87,95,87,95,105,0,137,161,183,0,0,0,265,287,0,337,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,338,288,266,184,162,138,0,106,88,96,88,96,106,0,138,162,184,0,0,0,266,288,0,338,0,0,0
0,0,0,391,363,289,199,185,163,139,0,107,0,97,97,107,0,139,163,185,199,0,0,0,289,0,0,363,391,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,392,364,290,200,186,164,140,0,108,0,98,98,108,0,140,164,186,200,0,0,0,290,0,0,364,392,0
0,0,0,413,393,339,217,201,187,165,0,123,109,0,0,109,123,0,165,187,201,217,0,0,0,0,339,0,393,413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,414,394,340,218,202,188,166,0,124,110,0,0,110,124,0,166,188,202,218,0,0,0,0,340,0,394,414
0,0,0,0,0,415,291,219,203,189,0,167,125,111,0,111,125,0,167,189,203,219,0,0,291,0,0,0,0,415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,416,292,220,204,190,0,168,126,112,0,112,126,0,168,190,204,220,0,0,292,0,0,0,0,416
0,0,0,0,0,0,317,243,221,205,0,0,141,0,0,0,0,141,0,0,205,221,243,0,0,317,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,318,244,222,206,0,0,142,0,0,0,0,142,0,0,206,222,244,0,0,318,0,0,0,0
0,0,0,0,0,0,341,267,245,0,207,0,0,143,0,0,0,143,0,0,207,0,245,267,0,0,341,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,342,268,246,0,208,0,0,144,0,0,0,144,0,0,208,0,246,268,0,0,342,0,0,0
0,0,0,0,0,0,365,343,269,247,223,209,0,169,0,145,0,145,169,0,209,223,247,269,0,0,343,365,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,366,344,270,248,224,210,0,170,0,146,0,146,170,0,210,224,248,270,0,0,344,366,0,0
0,0,0,0,0,0,395,367,293,0,249,225,0,211,171,0,147,147,171,0,211,225,249,0,293,0,0,367,395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,396,368,294,0,250,226,0,212,172,0,148,148,172,0,212,226,250,0,294,0,0,368,396,0
0,0,0,0,0,0,0,0,417,295,271,0,251,227,0,173,0,0,173,0,0,227,251,271,295,0,0,0,0,417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,418,296,272,0,252,228,0,174,0,0,174,0,0,228,252,272,296,0,0,0,0,418
0,0,0,0,0,0,0,0,0,319,297,273,0,253,229,191,175,0,175,191,0,229,253,273,297,319,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,320,298,274,0,254,230,192,176,0,176,192,0,230,254,274,298,320,0,0,0,0
0,0,0,0,0,0,0,0,0,345,321,397,275,0,0,299,193,231,0,193,0,231,0,275,299,321,345,0,397,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,346,322,398,276,0,0,300,194,232,0,194,0,232,0,276,300,322,346,0,398,0
0,0,0,0,0,0,0,0,0,369,0,0,323,0,277,0,213,0,195,195,213,0,0,277,0,323,0,369,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,370,0,0,324,0,278,0,214,0,196,196,214,0,0,278,0,324,0,370,0,0
0,0,0,0,0,0,0,0,0,419,371,0,347,325,0,0,301,0,279,215,215,0,0,279,301,325,347,371,0,419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,420,372,0,348,326,0,0,302,0,280,216,216,0,0,280,302,326,348,372,0,420
0,0,0,0,0,0,0,0,0,0,0,421,373,349,327,0,0,303,0,255,233,233,255,0,303,327,349,373,0,421
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,422,374,350,328,0,0,304,0,256,234,234,256,0,304,328,350,374,0,422
0,0,0,0,0,0,0,0,0,0,0,0,0,399,375,329,0,0,0,281,0,0,0,281,0,329,0,375,399,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,400,376,330,0,0,0,282,0,0,0,282,0,330,0,376,400,0
0,0,0,0,0,0,0,0,0,0,0,0,0,423,0,351,0,331,0,305,0,283,0,283,305,331,351,0,0,423
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,352,0,332,0,306,0,284,0,284,306,332,352,0,0,424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,353,333,0,0,307,285,285,307,333,353,377,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,0,354,334,0,0,308,286,286,308,334,354,378,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,379,0,355,0,0,0,309,0,309,0,355,379,401,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,380,0,356,0,0,0,310,0,310,0,356,380,402,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,381,0,0,357,0,0,0,0,0,357,381,403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,382,0,0,358,0,0,0,0,0,358,382,404,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,405,383,0,0,0,0,0,0,0,0,383,405,425
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,406,384,0,0,0,0,0,0,0,0,384,406,426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,407,0,0,0,385,407,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,408,0,0,0,386,408,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,387,0,0,0,0,0,409,387,409,427
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,388,0,0,0,0,0,410,388,410,428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,389,0,389,0,429
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,390,0,390,0,430
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,431
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,432
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,433
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,434
